aoi,filename,label,dataset
DOM,DOM_17229.tif,FLAT,train
DOM,DOM_17237.tif,FLAT,train
DOM,DOM_17245.tif,FLAT,test
DOM,DOM_1727.tif,FLAT,test
DOM,DOM_17271.tif,FLAT,train
DOM,DOM_17280.tif,FLAT,train
DOM,DOM_17282.tif,FLAT,train
DOM,DOM_17285.tif,FLAT,train
DOM,DOM_17286.tif,FLAT,train
DOM,DOM_17304.tif,FLAT,test
DOM,DOM_17307.tif,FLAT,train
DOM,DOM_17311.tif,FLAT,train
DOM,DOM_17319.tif,FLAT,train
DOM,DOM_1732.tif,FLAT,train
DOM,DOM_17336.tif,FLAT,train
DOM,DOM_17343.tif,FLAT,train
DOM,DOM_17347.tif,FLAT,train
DOM,DOM_17364.tif,FLAT,test
DOM,DOM_17373.tif,FLAT,train
DOM,DOM_17377.tif,FLAT,train
DOM,DOM_17379.tif,FLAT,train
DOM,DOM_17388.tif,FLAT,train
DOM,DOM_1739.tif,FLAT,train
DOM,DOM_17394.tif,FLAT,train
DOM,DOM_17405.tif,FLAT,test
DOM,DOM_1741.tif,FLAT,test
DOM,DOM_17434.tif,FLAT,train
DOM,DOM_17437.tif,FLAT,train
DOM,DOM_17490.tif,FLAT,train
DOM,DOM_17501.tif,FLAT,train
DOM,DOM_17505.tif,FLAT,train
DOM,DOM_17521.tif,FLAT,train
DOM,DOM_17525.tif,FLAT,test
DOM,DOM_17560.tif,FLAT,train
DOM,DOM_17570.tif,FLAT,train
DOM,DOM_17583.tif,FLAT,test
DOM,DOM_17595.tif,FLAT,train
DOM,DOM_17596.tif,FLAT,test
DOM,DOM_17601.tif,FLAT,train
DOM,DOM_17619.tif,FLAT,train
DOM,DOM_17634.tif,FLAT,train
DOM,DOM_17660.tif,FLAT,train
DOM,DOM_17704.tif,FLAT,train
DOM,DOM_1771.tif,FLAT,test
DOM,DOM_17711.tif,FLAT,test
DOM,DOM_17736.tif,FLAT,test
DOM,DOM_17740.tif,FLAT,test
DOM,DOM_1779.tif,FLAT,test
DOM,DOM_17790.tif,FLAT,train
DOM,DOM_17795.tif,FLAT,train
DOM,DOM_1781.tif,FLAT,train
DOM,DOM_1783.tif,FLAT,train
DOM,DOM_17855.tif,FLAT,train
DOM,DOM_17862.tif,FLAT,train
DOM,DOM_17863.tif,FLAT,test
DOM,DOM_1788.tif,FLAT,train
DOM,DOM_1789.tif,FLAT,train
DOM,DOM_17910.tif,FLAT,train
DOM,DOM_17913.tif,FLAT,train
DOM,DOM_17960.tif,FLAT,test
DOM,DOM_17979.tif,FLAT,test
DOM,DOM_17988.tif,FLAT,train
DOM,DOM_1801.tif,FLAT,train
DOM,DOM_1807.tif,FLAT,train
DOM,DOM_18120.tif,FLAT,test
DOM,DOM_18188.tif,FLAT,train
DOM,DOM_1822.tif,FLAT,train
DOM,DOM_18257.tif,FLAT,test
DOM,DOM_18263.tif,FLAT,train
DOM,DOM_18313.tif,FLAT,train
DOM,DOM_18352.tif,FLAT,train
DOM,DOM_18358.tif,FLAT,train
DOM,DOM_1837.tif,FLAT,train
DOM,DOM_18419.tif,FLAT,test
DOM,DOM_18443.tif,FLAT,test
DOM,DOM_1851.tif,FLAT,test
DOM,DOM_18511.tif,FLAT,test
DOM,DOM_18556.tif,FLAT,train
DOM,DOM_18611.tif,FLAT,train
DOM,DOM_1863.tif,FLAT,train
DOM,DOM_1871.tif,FLAT,train
DOM,DOM_18737.tif,FLAT,train
DOM,DOM_18749.tif,FLAT,train
DOM,DOM_1878.tif,FLAT,train
DOM,DOM_18798.tif,FLAT,train
DOM,DOM_1880.tif,FLAT,train
DOM,DOM_1881.tif,FLAT,train
DOM,DOM_18824.tif,FLAT,test
DOM,DOM_1883.tif,FLAT,train
DOM,DOM_18835.tif,FLAT,train
DOM,DOM_18846.tif,FLAT,train
DOM,DOM_1888.tif,FLAT,test
DOM,DOM_1893.tif,FLAT,train
DOM,DOM_1895.tif,FLAT,train
DOM,DOM_1898.tif,FLAT,train
DOM,DOM_19012.tif,FLAT,train
DOM,DOM_1905.tif,FLAT,train
DOM,DOM_1906.tif,FLAT,train
DOM,DOM_19063.tif,FLAT,test
DOM,DOM_1915.tif,FLAT,train
DOM,DOM_19173.tif,FLAT,train
DOM,DOM_19189.tif,FLAT,test
DOM,DOM_19195.tif,FLAT,train
DOM,DOM_1920.tif,FLAT,train
DOM,DOM_19233.tif,FLAT,test
DOM,DOM_19356.tif,FLAT,train
DOM,DOM_19412.tif,FLAT,test
DOM,DOM_1942.tif,FLAT,train
DOM,DOM_19445.tif,FLAT,test
DOM,DOM_19468.tif,FLAT,test
DOM,DOM_19497.tif,FLAT,train
DOM,DOM_19558.tif,FLAT,train
DOM,DOM_19568.tif,FLAT,train
DOM,DOM_19576.tif,FLAT,test
DOM,DOM_1959.tif,FLAT,train
DOM,DOM_19604.tif,FLAT,test
DOM,DOM_19618.tif,FLAT,train
DOM,DOM_19625.tif,FLAT,train
DOM,DOM_19714.tif,FLAT,test
DOM,DOM_19755.tif,FLAT,train
DOM,DOM_2021.tif,FLAT,test
DOM,DOM_2027.tif,FLAT,train
DOM,DOM_20442.tif,FLAT,test
DOM,DOM_20516.tif,FLAT,train
DOM,DOM_20662.tif,FLAT,train
DOM,DOM_20663.tif,FLAT,train
DOM,DOM_20688.tif,FLAT,test
DOM,DOM_20695.tif,FLAT,train
DOM,DOM_20699.tif,FLAT,train
DOM,DOM_20720.tif,FLAT,train
DOM,DOM_20759.tif,FLAT,train
DOM,DOM_20762.tif,FLAT,test
DOM,DOM_20784.tif,FLAT,train
DOM,DOM_20814.tif,FLAT,train
DOM,DOM_20815.tif,FLAT,train
DOM,DOM_20865.tif,FLAT,train
DOM,DOM_20868.tif,FLAT,train
DOM,DOM_20902.tif,FLAT,train
DOM,DOM_20989.tif,FLAT,train
DOM,DOM_21031.tif,FLAT,train
DOM,DOM_21097.tif,FLAT,train
DOM,DOM_21195.tif,FLAT,train
DOM,DOM_21204.tif,FLAT,train
DOM,DOM_21231.tif,FLAT,test
DOM,DOM_21249.tif,FLAT,test
DOM,DOM_21269.tif,FLAT,train
DOM,DOM_21284.tif,FLAT,test
DOM,DOM_21302.tif,FLAT,train
DOM,DOM_21306.tif,FLAT,train
DOM,DOM_21312.tif,FLAT,train
DOM,DOM_21349.tif,FLAT,train
DOM,DOM_21367.tif,FLAT,train
DOM,DOM_21372.tif,FLAT,train
DOM,DOM_21375.tif,FLAT,train
DOM,DOM_21398.tif,FLAT,train
DOM,DOM_21401.tif,FLAT,test
DOM,DOM_21405.tif,FLAT,train
DOM,DOM_21441.tif,FLAT,test
DOM,DOM_21443.tif,FLAT,train
DOM,DOM_21444.tif,FLAT,train
DOM,DOM_21446.tif,FLAT,train
DOM,DOM_21459.tif,FLAT,train
DOM,DOM_21498.tif,FLAT,train
DOM,DOM_21509.tif,FLAT,train
DOM,DOM_21531.tif,FLAT,test
DOM,DOM_21534.tif,FLAT,train
DOM,DOM_21548.tif,FLAT,train
DOM,DOM_21561.tif,FLAT,train
DOM,DOM_21566.tif,FLAT,train
DOM,DOM_21593.tif,FLAT,train
DOM,DOM_21599.tif,FLAT,train
DOM,DOM_21600.tif,FLAT,test
DOM,DOM_21604.tif,FLAT,test
DOM,DOM_21630.tif,FLAT,train
DOM,DOM_21658.tif,FLAT,test
DOM,DOM_21661.tif,FLAT,test
DOM,DOM_21663.tif,FLAT,test
DOM,DOM_21666.tif,FLAT,train
DOM,DOM_21673.tif,FLAT,test
DOM,DOM_21689.tif,FLAT,test
DOM,DOM_21690.tif,FLAT,train
DOM,DOM_21712.tif,FLAT,train
DOM,DOM_21722.tif,FLAT,train
DOM,DOM_21753.tif,FLAT,train
DOM,DOM_21785.tif,FLAT,train
DOM,DOM_21848.tif,FLAT,train
DOM,DOM_21856.tif,FLAT,train
DOM,DOM_21857.tif,FLAT,test
DOM,DOM_21888.tif,FLAT,test
DOM,DOM_21916.tif,FLAT,train
DOM,DOM_21921.tif,FLAT,test
DOM,DOM_21925.tif,FLAT,train
DOM,DOM_21935.tif,FLAT,train
DOM,DOM_21963.tif,FLAT,test
DOM,DOM_22021.tif,FLAT,train
DOM,DOM_22037.tif,FLAT,train
DOM,DOM_22057.tif,FLAT,train
DOM,DOM_22060.tif,FLAT,train
DOM,DOM_22072.tif,FLAT,train
DOM,DOM_22397.tif,FLAT,test
DOM,DOM_22426.tif,FLAT,train
DOM,DOM_22445.tif,FLAT,train
DOM,DOM_22460.tif,FLAT,train
DOM,DOM_22462.tif,FLAT,train
DOM,DOM_22527.tif,FLAT,train
DOM,DOM_22532.tif,FLAT,train
DOM,DOM_22537.tif,FLAT,test
DOM,DOM_22539.tif,FLAT,test
DOM,DOM_22548.tif,FLAT,train
DOM,DOM_22564.tif,FLAT,train
DOM,DOM_22579.tif,FLAT,train
DOM,DOM_22586.tif,FLAT,train
DOM,DOM_22595.tif,FLAT,train
DOM,DOM_22597.tif,FLAT,train
DOM,DOM_22608.tif,FLAT,train
DOM,DOM_22609.tif,FLAT,test
DOM,DOM_22619.tif,FLAT,train
DOM,DOM_22644.tif,FLAT,train
DOM,DOM_22654.tif,FLAT,train
DOM,DOM_22655.tif,FLAT,test
DOM,DOM_22658.tif,FLAT,test
DOM,DOM_22659.tif,FLAT,test
DOM,DOM_22663.tif,FLAT,test
DOM,DOM_22664.tif,FLAT,test
DOM,DOM_22671.tif,FLAT,train
DOM,DOM_22681.tif,FLAT,test
DOM,DOM_22698.tif,FLAT,train
DOM,DOM_22701.tif,FLAT,train
DOM,DOM_22715.tif,FLAT,test
DOM,DOM_22718.tif,FLAT,train
DOM,DOM_22719.tif,FLAT,train
DOM,DOM_22727.tif,FLAT,test
DOM,DOM_22742.tif,FLAT,train
DOM,DOM_22775.tif,FLAT,train
DOM,DOM_22783.tif,FLAT,train
DOM,DOM_22788.tif,FLAT,train
DOM,DOM_22789.tif,FLAT,train
DOM,DOM_22794.tif,FLAT,test
DOM,DOM_22796.tif,FLAT,train
DOM,DOM_22800.tif,FLAT,train
DOM,DOM_22803.tif,FLAT,train
DOM,DOM_22806.tif,FLAT,train
DOM,DOM_22809.tif,FLAT,train
DOM,DOM_22813.tif,FLAT,train
DOM,DOM_22815.tif,FLAT,test
DOM,DOM_22816.tif,FLAT,test
DOM,DOM_22817.tif,FLAT,train
DOM,DOM_22820.tif,FLAT,test
DOM,DOM_22826.tif,FLAT,test
DOM,DOM_22828.tif,FLAT,train
DOM,DOM_22829.tif,FLAT,train
DOM,DOM_22833.tif,FLAT,train
DOM,DOM_22834.tif,FLAT,train
DOM,DOM_22835.tif,FLAT,train
DOM,DOM_22836.tif,FLAT,test
DOM,DOM_22858.tif,FLAT,train
DOM,DOM_22864.tif,FLAT,train
DOM,DOM_22873.tif,FLAT,train
DOM,DOM_23303.tif,FLAT,train
DOM,DOM_23330.tif,FLAT,test
DOM,DOM_23339.tif,FLAT,test
DOM,DOM_23420.tif,FLAT,train
DOM,DOM_23438.tif,FLAT,train
DOM,DOM_23445.tif,FLAT,test
DOM,DOM_23472.tif,FLAT,train
DOM,DOM_23485.tif,FLAT,train
DOM,DOM_23497.tif,FLAT,train
DOM,DOM_23512.tif,FLAT,train
DOM,DOM_23593.tif,FLAT,train
DOM,DOM_23789.tif,FLAT,train
DOM,DOM_23818.tif,FLAT,train
DOM,DOM_23832.tif,FLAT,train
DOM,DOM_23870.tif,FLAT,train
DOM,DOM_23874.tif,FLAT,train
DOM,DOM_23891.tif,FLAT,train
DOM,DOM_23925.tif,FLAT,test
DOM,DOM_24017.tif,FLAT,train
DOM,DOM_24029.tif,FLAT,train
DOM,DOM_24062.tif,FLAT,test
DOM,DOM_24064.tif,FLAT,train
DOM,DOM_24122.tif,FLAT,train
DOM,DOM_24127.tif,FLAT,train
DOM,DOM_24131.tif,FLAT,train
DOM,DOM_24142.tif,FLAT,train
DOM,DOM_24143.tif,FLAT,train
DOM,DOM_24163.tif,FLAT,train
DOM,DOM_24193.tif,FLAT,train
DOM,DOM_24204.tif,FLAT,train
DOM,DOM_24208.tif,FLAT,train
DOM,DOM_24271.tif,FLAT,test
DOM,DOM_24331.tif,FLAT,test
DOM,DOM_24382.tif,FLAT,test
DOM,DOM_24388.tif,FLAT,train
DOM,DOM_24410.tif,FLAT,train
DOM,DOM_24426.tif,FLAT,train
DOM,DOM_24427.tif,FLAT,test
DOM,DOM_24457.tif,FLAT,train
DOM,DOM_24465.tif,FLAT,train
DOM,DOM_24470.tif,FLAT,train
DOM,DOM_24484.tif,FLAT,train
DOM,DOM_24489.tif,FLAT,test
DOM,DOM_24490.tif,FLAT,train
DOM,DOM_24498.tif,FLAT,train
DOM,DOM_24524.tif,FLAT,test
DOM,DOM_24527.tif,FLAT,train
DOM,DOM_24546.tif,FLAT,train
DOM,DOM_24547.tif,FLAT,test
DOM,DOM_24564.tif,FLAT,test
DOM,DOM_24566.tif,FLAT,train
DOM,DOM_24572.tif,FLAT,train
DOM,DOM_24586.tif,FLAT,train
DOM,DOM_24594.tif,FLAT,train
DOM,DOM_24595.tif,FLAT,test
DOM,DOM_24596.tif,FLAT,test
DOM,DOM_24599.tif,FLAT,train
DOM,DOM_24614.tif,FLAT,train
DOM,DOM_24615.tif,FLAT,train
DOM,DOM_24619.tif,FLAT,train
DOM,DOM_24625.tif,FLAT,train
DOM,DOM_24639.tif,FLAT,test
DOM,DOM_24640.tif,FLAT,train
DOM,DOM_24644.tif,FLAT,test
DOM,DOM_24645.tif,FLAT,test
DOM,DOM_24649.tif,FLAT,train
DOM,DOM_24655.tif,FLAT,train
DOM,DOM_24659.tif,FLAT,train
DOM,DOM_24665.tif,FLAT,train
DOM,DOM_24668.tif,FLAT,test
DOM,DOM_24673.tif,FLAT,train
DOM,DOM_24674.tif,FLAT,test
DOM,DOM_24689.tif,FLAT,train
DOM,DOM_24690.tif,FLAT,train
DOM,DOM_24708.tif,FLAT,train
DOM,DOM_24742.tif,FLAT,train
DOM,DOM_24747.tif,FLAT,train
DOM,DOM_24754.tif,FLAT,train
DOM,DOM_24774.tif,FLAT,test
DOM,DOM_24783.tif,FLAT,train
DOM,DOM_24789.tif,FLAT,train
DOM,DOM_24795.tif,FLAT,train
DOM,DOM_24796.tif,FLAT,train
DOM,DOM_24806.tif,FLAT,train
DOM,DOM_24807.tif,FLAT,train
DOM,DOM_24831.tif,FLAT,train
DOM,DOM_24840.tif,FLAT,test
DOM,DOM_24842.tif,FLAT,train
DOM,DOM_24846.tif,FLAT,train
DOM,DOM_24859.tif,FLAT,test
DOM,DOM_24868.tif,FLAT,train
DOM,DOM_24955.tif,FLAT,train
DOM,DOM_25003.tif,FLAT,train
DOM,DOM_25029.tif,FLAT,train
DOM,DOM_25058.tif,FLAT,train
DOM,DOM_25087.tif,FLAT,test
DOM,DOM_25092.tif,FLAT,train
DOM,DOM_25110.tif,FLAT,train
DOM,DOM_25167.tif,FLAT,train
DOM,DOM_25182.tif,FLAT,train
