,UID,aoi,filepath,filename,image_src,roof_type,roof_material,dataset
67,1266.0,DOM,./data/tiles/RGB_DOM\DOM-1266-HIP-HEALTHY_METAL.tif,DOM-1266-HIP-HEALTHY_METAL.tif,ORTHO,HIP,HEALTHY_METAL,TRAIN
68,1269.0,DOM,./data/tiles/RGB_DOM\DOM-1269-HIP-IRREGULAR_METAL.tif,DOM-1269-HIP-IRREGULAR_METAL.tif,ORTHO,HIP,IRREGULAR_METAL,TRAIN
69,1270.0,DOM,./data/tiles/RGB_DOM\DOM-1270-HIP-HEALTHY_METAL.tif,DOM-1270-HIP-HEALTHY_METAL.tif,ORTHO,HIP,HEALTHY_METAL,TRAIN
70,1272.0,DOM,./data/tiles/RGB_DOM\DOM-1272-GABLE-IRREGULAR_METAL.tif,DOM-1272-GABLE-IRREGULAR_METAL.tif,ORTHO,GABLE,IRREGULAR_METAL,TRAIN
71,1273.0,DOM,./data/tiles/RGB_DOM\DOM-1273-FLAT-IRREGULAR_METAL.tif,DOM-1273-FLAT-IRREGULAR_METAL.tif,ORTHO,FLAT,IRREGULAR_METAL,TRAIN
72,1275.0,DOM,./data/tiles/RGB_DOM\DOM-1275-GABLE-BLUE_TARP.tif,DOM-1275-GABLE-BLUE_TARP.tif,ORTHO,GABLE,BLUE_TARP,TRAIN
73,1277.0,DOM,./data/tiles/RGB_DOM\DOM-1277-GABLE-IRREGULAR_METAL.tif,DOM-1277-GABLE-IRREGULAR_METAL.tif,ORTHO,GABLE,IRREGULAR_METAL,TRAIN
74,1278.0,DOM,./data/tiles/RGB_DOM\DOM-1278-GABLE-BLUE_TARP.tif,DOM-1278-GABLE-BLUE_TARP.tif,ORTHO,GABLE,BLUE_TARP,TRAIN
75,1279.0,DOM,./data/tiles/RGB_DOM\DOM-1279-GABLE-IRREGULAR_METAL.tif,DOM-1279-GABLE-IRREGULAR_METAL.tif,ORTHO,GABLE,IRREGULAR_METAL,TRAIN
76,1282.0,DOM,./data/tiles/RGB_DOM\DOM-1282-FLAT-BLUE_TARP.tif,DOM-1282-FLAT-BLUE_TARP.tif,ORTHO,FLAT,BLUE_TARP,TRAIN
77,1283.0,DOM,./data/tiles/RGB_DOM\DOM-1283-GABLE-IRREGULAR_METAL.tif,DOM-1283-GABLE-IRREGULAR_METAL.tif,ORTHO,GABLE,IRREGULAR_METAL,TRAIN
78,1284.0,DOM,./data/tiles/RGB_DOM\DOM-1284-HIP-HEALTHY_METAL.tif,DOM-1284-HIP-HEALTHY_METAL.tif,ORTHO,HIP,HEALTHY_METAL,TRAIN
79,1285.0,DOM,./data/tiles/RGB_DOM\DOM-1285-FLAT-IRREGULAR_METAL.tif,DOM-1285-FLAT-IRREGULAR_METAL.tif,ORTHO,FLAT,IRREGULAR_METAL,TRAIN
80,1286.0,DOM,./data/tiles/RGB_DOM\DOM-1286-GABLE-IRREGULAR_METAL.tif,DOM-1286-GABLE-IRREGULAR_METAL.tif,ORTHO,GABLE,IRREGULAR_METAL,TRAIN
81,1288.0,DOM,./data/tiles/RGB_DOM\DOM-1288-NO_ROOF-INCOMPLETE.tif,DOM-1288-NO_ROOF-INCOMPLETE.tif,ORTHO,NO_ROOF,INCOMPLETE,TRAIN
82,1289.0,DOM,./data/tiles/RGB_DOM\DOM-1289-GABLE-HEALTHY_METAL.tif,DOM-1289-GABLE-HEALTHY_METAL.tif,ORTHO,GABLE,HEALTHY_METAL,TRAIN
83,1290.0,DOM,./data/tiles/RGB_DOM\DOM-1290-GABLE-HEALTHY_METAL.tif,DOM-1290-GABLE-HEALTHY_METAL.tif,ORTHO,GABLE,HEALTHY_METAL,TRAIN
84,1291.0,DOM,./data/tiles/RGB_DOM\DOM-1291-FLAT-IRREGULAR_METAL.tif,DOM-1291-FLAT-IRREGULAR_METAL.tif,ORTHO,FLAT,IRREGULAR_METAL,TRAIN
85,1293.0,DOM,./data/tiles/RGB_DOM\DOM-1293-FLAT-CONCRETE_CEMENT.tif,DOM-1293-FLAT-CONCRETE_CEMENT.tif,ORTHO,FLAT,CONCRETE_CEMENT,TRAIN
86,1296.0,DOM,./data/tiles/RGB_DOM\DOM-1296-FLAT-CONCRETE_CEMENT.tif,DOM-1296-FLAT-CONCRETE_CEMENT.tif,ORTHO,FLAT,CONCRETE_CEMENT,TRAIN
87,1298.0,DOM,./data/tiles/RGB_DOM\DOM-1298-NO_ROOF-INCOMPLETE.tif,DOM-1298-NO_ROOF-INCOMPLETE.tif,ORTHO,NO_ROOF,INCOMPLETE,TRAIN
88,1299.0,DOM,./data/tiles/RGB_DOM\DOM-1299-GABLE-IRREGULAR_METAL.tif,DOM-1299-GABLE-IRREGULAR_METAL.tif,ORTHO,GABLE,IRREGULAR_METAL,TRAIN
89,1300.0,DOM,./data/tiles/RGB_DOM\DOM-1300-GABLE-IRREGULAR_METAL.tif,DOM-1300-GABLE-IRREGULAR_METAL.tif,ORTHO,GABLE,IRREGULAR_METAL,TRAIN
90,1301.0,DOM,./data/tiles/RGB_DOM\DOM-1301-FLAT-IRREGULAR_METAL.tif,DOM-1301-FLAT-IRREGULAR_METAL.tif,ORTHO,FLAT,IRREGULAR_METAL,TRAIN
91,1302.0,DOM,./data/tiles/RGB_DOM\DOM-1302-NO_ROOF-INCOMPLETE.tif,DOM-1302-NO_ROOF-INCOMPLETE.tif,ORTHO,NO_ROOF,INCOMPLETE,TRAIN
92,1303.0,DOM,./data/tiles/RGB_DOM\DOM-1303-HIP-HEALTHY_METAL.tif,DOM-1303-HIP-HEALTHY_METAL.tif,ORTHO,HIP,HEALTHY_METAL,TRAIN
93,1304.0,DOM,./data/tiles/RGB_DOM\DOM-1304-FLAT-CONCRETE_CEMENT.tif,DOM-1304-FLAT-CONCRETE_CEMENT.tif,ORTHO,FLAT,CONCRETE_CEMENT,TRAIN
94,1308.0,DOM,./data/tiles/RGB_DOM\DOM-1308-HIP-HEALTHY_METAL.tif,DOM-1308-HIP-HEALTHY_METAL.tif,ORTHO,HIP,HEALTHY_METAL,TRAIN
95,1311.0,DOM,./data/tiles/RGB_DOM\DOM-1311-GABLE-IRREGULAR_METAL.tif,DOM-1311-GABLE-IRREGULAR_METAL.tif,ORTHO,GABLE,IRREGULAR_METAL,TRAIN
96,1314.0,DOM,./data/tiles/RGB_DOM\DOM-1314-GABLE-HEALTHY_METAL.tif,DOM-1314-GABLE-HEALTHY_METAL.tif,ORTHO,GABLE,HEALTHY_METAL,TRAIN
97,1317.0,DOM,./data/tiles/RGB_DOM\DOM-1317-FLAT-CONCRETE_CEMENT.tif,DOM-1317-FLAT-CONCRETE_CEMENT.tif,ORTHO,FLAT,CONCRETE_CEMENT,TRAIN
98,1318.0,DOM,./data/tiles/RGB_DOM\DOM-1318-NO_ROOF-INCOMPLETE.tif,DOM-1318-NO_ROOF-INCOMPLETE.tif,ORTHO,NO_ROOF,INCOMPLETE,TRAIN
99,1319.0,DOM,./data/tiles/RGB_DOM\DOM-1319-GABLE-IRREGULAR_METAL.tif,DOM-1319-GABLE-IRREGULAR_METAL.tif,ORTHO,GABLE,IRREGULAR_METAL,TRAIN
100,1320.0,DOM,./data/tiles/RGB_DOM\DOM-1320-NO_ROOF-INCOMPLETE.tif,DOM-1320-NO_ROOF-INCOMPLETE.tif,ORTHO,NO_ROOF,INCOMPLETE,TRAIN
101,1322.0,DOM,./data/tiles/RGB_DOM\DOM-1322-GABLE-IRREGULAR_METAL.tif,DOM-1322-GABLE-IRREGULAR_METAL.tif,ORTHO,GABLE,IRREGULAR_METAL,TRAIN
102,1323.0,DOM,./data/tiles/RGB_DOM\DOM-1323-HIP-HEALTHY_METAL.tif,DOM-1323-HIP-HEALTHY_METAL.tif,ORTHO,HIP,HEALTHY_METAL,TRAIN
103,1325.0,DOM,./data/tiles/RGB_DOM\DOM-1325-HIP-IRREGULAR_METAL.tif,DOM-1325-HIP-IRREGULAR_METAL.tif,ORTHO,HIP,IRREGULAR_METAL,TRAIN
104,1326.0,DOM,./data/tiles/RGB_DOM\DOM-1326-GABLE-IRREGULAR_METAL.tif,DOM-1326-GABLE-IRREGULAR_METAL.tif,ORTHO,GABLE,IRREGULAR_METAL,TRAIN
105,1327.0,DOM,./data/tiles/RGB_DOM\DOM-1327-HIP-INCOMPLETE.tif,DOM-1327-HIP-INCOMPLETE.tif,ORTHO,HIP,INCOMPLETE,TRAIN
106,1328.0,DOM,./data/tiles/RGB_DOM\DOM-1328-HIP-HEALTHY_METAL.tif,DOM-1328-HIP-HEALTHY_METAL.tif,ORTHO,HIP,HEALTHY_METAL,TRAIN
107,1329.0,DOM,./data/tiles/RGB_DOM\DOM-1329-GABLE-IRREGULAR_METAL.tif,DOM-1329-GABLE-IRREGULAR_METAL.tif,ORTHO,GABLE,IRREGULAR_METAL,TRAIN
108,1332.0,DOM,./data/tiles/RGB_DOM\DOM-1332-HIP-HEALTHY_METAL.tif,DOM-1332-HIP-HEALTHY_METAL.tif,ORTHO,HIP,HEALTHY_METAL,TRAIN
109,1334.0,DOM,./data/tiles/RGB_DOM\DOM-1334-GABLE-IRREGULAR_METAL.tif,DOM-1334-GABLE-IRREGULAR_METAL.tif,ORTHO,GABLE,IRREGULAR_METAL,TRAIN
110,1337.0,DOM,./data/tiles/RGB_DOM\DOM-1337-GABLE-IRREGULAR_METAL.tif,DOM-1337-GABLE-IRREGULAR_METAL.tif,ORTHO,GABLE,IRREGULAR_METAL,TRAIN
111,1338.0,DOM,./data/tiles/RGB_DOM\DOM-1338-HIP-HEALTHY_METAL.tif,DOM-1338-HIP-HEALTHY_METAL.tif,ORTHO,HIP,HEALTHY_METAL,TRAIN
112,1339.0,DOM,./data/tiles/RGB_DOM\DOM-1339-NO_ROOF-INCOMPLETE.tif,DOM-1339-NO_ROOF-INCOMPLETE.tif,ORTHO,NO_ROOF,INCOMPLETE,TRAIN
113,1343.0,DOM,./data/tiles/RGB_DOM\DOM-1343-NO_ROOF-INCOMPLETE.tif,DOM-1343-NO_ROOF-INCOMPLETE.tif,ORTHO,NO_ROOF,INCOMPLETE,TRAIN
114,1344.0,DOM,./data/tiles/RGB_DOM\DOM-1344-HIP-HEALTHY_METAL.tif,DOM-1344-HIP-HEALTHY_METAL.tif,ORTHO,HIP,HEALTHY_METAL,TRAIN
115,1349.0,DOM,./data/tiles/RGB_DOM\DOM-1349-NO_ROOF-INCOMPLETE.tif,DOM-1349-NO_ROOF-INCOMPLETE.tif,ORTHO,NO_ROOF,INCOMPLETE,TRAIN
116,1351.0,DOM,./data/tiles/RGB_DOM\DOM-1351-GABLE-IRREGULAR_METAL.tif,DOM-1351-GABLE-IRREGULAR_METAL.tif,ORTHO,GABLE,IRREGULAR_METAL,TRAIN
117,1353.0,DOM,./data/tiles/RGB_DOM\DOM-1353-FLAT-CONCRETE_CEMENT.tif,DOM-1353-FLAT-CONCRETE_CEMENT.tif,ORTHO,FLAT,CONCRETE_CEMENT,TRAIN
118,1355.0,DOM,./data/tiles/RGB_DOM\DOM-1355-FLAT-IRREGULAR_METAL.tif,DOM-1355-FLAT-IRREGULAR_METAL.tif,ORTHO,FLAT,IRREGULAR_METAL,TRAIN
119,1359.0,DOM,./data/tiles/RGB_DOM\DOM-1359-GABLE-IRREGULAR_METAL.tif,DOM-1359-GABLE-IRREGULAR_METAL.tif,ORTHO,GABLE,IRREGULAR_METAL,TRAIN
120,1364.0,DOM,./data/tiles/RGB_DOM\DOM-1364-GABLE-IRREGULAR_METAL.tif,DOM-1364-GABLE-IRREGULAR_METAL.tif,ORTHO,GABLE,IRREGULAR_METAL,TRAIN
121,1366.0,DOM,./data/tiles/RGB_DOM\DOM-1366-FLAT-IRREGULAR_METAL.tif,DOM-1366-FLAT-IRREGULAR_METAL.tif,ORTHO,FLAT,IRREGULAR_METAL,TRAIN
122,1368.0,DOM,./data/tiles/RGB_DOM\DOM-1368-HIP-BLUE_TARP.tif,DOM-1368-HIP-BLUE_TARP.tif,ORTHO,HIP,BLUE_TARP,TRAIN
123,1369.0,DOM,./data/tiles/RGB_DOM\DOM-1369-NO_ROOF-INCOMPLETE.tif,DOM-1369-NO_ROOF-INCOMPLETE.tif,ORTHO,NO_ROOF,INCOMPLETE,TRAIN
124,1377.0,DOM,./data/tiles/RGB_DOM\DOM-1377-FLAT-CONCRETE_CEMENT.tif,DOM-1377-FLAT-CONCRETE_CEMENT.tif,ORTHO,FLAT,CONCRETE_CEMENT,TRAIN
125,1382.0,DOM,./data/tiles/RGB_DOM\DOM-1382-GABLE-HEALTHY_METAL.tif,DOM-1382-GABLE-HEALTHY_METAL.tif,ORTHO,GABLE,HEALTHY_METAL,TRAIN
126,1383.0,DOM,./data/tiles/RGB_DOM\DOM-1383-HIP-IRREGULAR_METAL.tif,DOM-1383-HIP-IRREGULAR_METAL.tif,ORTHO,HIP,IRREGULAR_METAL,TRAIN
127,1385.0,DOM,./data/tiles/RGB_DOM\DOM-1385-FLAT-CONCRETE_CEMENT.tif,DOM-1385-FLAT-CONCRETE_CEMENT.tif,ORTHO,FLAT,CONCRETE_CEMENT,TRAIN
128,1386.0,DOM,./data/tiles/RGB_DOM\DOM-1386-NO_ROOF-INCOMPLETE.tif,DOM-1386-NO_ROOF-INCOMPLETE.tif,ORTHO,NO_ROOF,INCOMPLETE,TRAIN
129,1394.0,DOM,./data/tiles/RGB_DOM\DOM-1394-GABLE-IRREGULAR_METAL.tif,DOM-1394-GABLE-IRREGULAR_METAL.tif,ORTHO,GABLE,IRREGULAR_METAL,TRAIN
